bucket,has_unsafe,has_imd,n_unsafe,n_imd,days_oldest_open_viol,days_since_last_cs,n_cs_total,cs_span_days,had_rental_then_vacant,ever_had_vacant_lic,n_violations_total,viol_trend_3v5,resolution_rate,nbr_ovs_rate_zip,nbr_ovs_rate_tract,n_transfers_5yr,had_sheriff_sale
"Caught (top 10% of vacant, raw >= 0.981)",0.25842696629213485,0.011235955056179775,0.2640449438202247,0.011235955056179775,416.7808988764045,200.79775280898878,1.8314606741573034,842.3820224719101,0.03932584269662921,0.14606741573033707,9.938202247191011,4.196629213483146,0.5998330819606962,0.021881726174773745,0.028626164686089955,0.6404494382022472,0.05056179775280899
"Missed (bottom 10% of vacant, raw <= 0.194)",0.0,0.0,0.0,0.0,24.10674157303371,9386.808988764045,0.0056179775280898875,0.0,0.07303370786516854,0.43258426966292135,1.4101123595505618,-0.03932584269662921,0.26568352059925093,0.014588298710694178,0.015471296054248457,1.1179775280898876,0.028089887640449437
